match_id,direction,g14,g17,res
2148483,down,deep,deep,B
2148484,down,deep,deep,B
2148489,down,deep,deep,B
2148498,up,shallow,deep,P
2148499,down,deep,shallow,B
2148503,down,,shallow,B
2148508,down,shallow,shallow,A
2148515,down,shallow,deep,B
2148517,down,deep,shallow,A
2148525,down,shallow,deep,A
2148527,down,deep,,B
2148539,down,shallow,shallow,B
2148541,down,deep,deep,B
2148547,down,deep,deep,A
2148551,down,,shallow,B
2148554,down,shallow,shallow,A
2148555,down,shallow,deep,B
2148558,up,deep,deep,A
2148560,down,deep,deep,B
2148561,down,shallow,deep,B
2148562,down,deep,shallow,A
2148566,down,shallow,deep,B
2148569,down,deep,deep,B
2148574,down,shallow,deep,A
2148577,down,deep,deep,A
2148585,down,deep,shallow,B
2148587,down,shallow,shallow,B
2148588,up,deep,deep,A
2148602,down,shallow,deep,A
2148608,down,deep,deep,A
2148610,down,deep,deep,B
2148611,down,shallow,shallow,B
2148612,down,deep,shallow,A
2148613,down,shallow,deep,B
2148629,down,shallow,deep,A
2148635,down,deep,deep,B
2148636,down,shallow,shallow,A
2148638,down,deep,deep,B
2148639,down,shallow,deep,B
2148645,down,,shallow,B
2148648,down,deep,deep,B
2148649,down,deep,deep,A
2148662,down,deep,shallow,B
2148666,down,shallow,shallow,B
2148670,down,,shallow,B
2148672,down,shallow,shallow,B
2148676,down,shallow,shallow,B
2148677,down,deep,shallow,A
2148682,up,deep,shallow,A
2148686,down,deep,shallow,B
2148690,down,shallow,shallow,B
2148697,down,deep,shallow,B
2148703,down,deep,shallow,B
2148706,down,shallow,deep,B
2148710,down,deep,shallow,B
2148711,down,shallow,shallow,B
2148713,down,shallow,shallow,A
2148725,down,shallow,shallow,B
2148748,down,shallow,deep,B
2148749,down,deep,deep,B
2148751,down,deep,shallow,A
2148758,down,deep,deep,B
2148786,down,shallow,shallow,B
2148810,down,shallow,deep,B
2148813,down,deep,shallow,A
2148819,down,shallow,deep,A
2148821,down,deep,shallow,B
2148828,down,shallow,shallow,B
2148832,down,shallow,deep,A
2148835,down,shallow,shallow,B
2148836,down,shallow,deep,B
2148848,down,deep,shallow,A
2148851,down,,deep,B
2148870,down,deep,deep,B
2148879,down,,shallow,A
2148881,down,deep,deep,A
2148882,down,,deep,B
2148892,down,shallow,shallow,A
2148902,down,shallow,shallow,P
2148904,down,deep,shallow,A
2148905,down,shallow,deep,B
2148911,down,shallow,shallow,B
2148918,down,deep,deep,A
2148925,down,deep,deep,B
2148927,down,shallow,shallow,A
2148928,down,shallow,shallow,B
2148932,up,deep,deep,B
2148936,down,shallow,shallow,B
2148939,down,shallow,deep,B
2148946,down,deep,shallow,A
2148949,down,shallow,shallow,B
2148955,down,deep,deep,B
2148957,down,shallow,deep,B
2148963,down,shallow,shallow,B
2148973,down,deep,shallow,B
2148976,down,shallow,shallow,A
2148978,down,deep,shallow,B
2148983,up,shallow,deep,A
2148989,down,shallow,deep,A
2148992,down,shallow,deep,B
2148995,down,deep,deep,B
2148999,down,shallow,deep,A
2149007,down,shallow,deep,A
2149008,down,shallow,deep,B
2149012,down,shallow,shallow,B
2149022,down,deep,deep,B
2149023,down,deep,shallow,B
2149028,down,shallow,shallow,A
2149032,down,shallow,shallow,B
2149038,down,shallow,shallow,B
2149042,down,shallow,deep,B
2149043,down,deep,shallow,A
2149045,down,shallow,deep,B
2149046,down,shallow,deep,B
2150301,down,shallow,deep,B
2154187,down,shallow,shallow,B
2154189,down,shallow,shallow,B
2154196,down,deep,shallow,B
2154197,up,deep,deep,P
2154202,down,shallow,shallow,B
2154210,down,shallow,shallow,A
2154221,down,shallow,,B
2154225,down,deep,shallow,A
2154227,down,deep,shallow,A
2154234,down,shallow,deep,A
2154237,down,deep,deep,A
2154238,down,shallow,deep,B
2154241,down,deep,deep,A
2154256,down,deep,shallow,B
2154260,down,shallow,shallow,A
2154264,down,deep,shallow,A
2154267,down,shallow,shallow,B
2154270,down,shallow,shallow,P
2154271,down,shallow,shallow,A
2154280,down,shallow,shallow,A
2154284,down,deep,deep,A
2154287,down,shallow,shallow,A
2154288,down,deep,shallow,A
2154289,down,,shallow,A
2154291,down,shallow,deep,A
2154296,down,deep,deep,B
2154305,down,shallow,deep,B
2154307,down,shallow,shallow,B
2154309,down,shallow,shallow,B
2154333,down,shallow,deep,A
2154343,down,deep,,P
2154345,down,deep,shallow,B
2154358,down,deep,shallow,B
2154359,down,deep,deep,B
2154361,down,shallow,shallow,A
2154362,down,shallow,deep,P
2154364,down,shallow,shallow,B
2154365,down,deep,deep,A
2154368,down,deep,shallow,B
2154371,down,shallow,shallow,B
2154372,down,shallow,shallow,A
2154380,down,deep,shallow,A
2154387,down,deep,deep,B
2154388,down,deep,shallow,B
2154393,down,deep,deep,B
2154401,down,deep,shallow,B
2154420,down,deep,deep,B
2154421,down,shallow,shallow,B
2154427,down,shallow,deep,A
2154428,down,deep,deep,B
2154439,up,deep,deep,A
2159112,down,deep,shallow,A
2159121,down,shallow,shallow,B
2159127,down,deep,deep,B
2159136,down,deep,deep,B
2159140,down,shallow,shallow,B
2159141,down,shallow,deep,A
2159144,down,shallow,shallow,A
2159146,down,deep,deep,B
2159161,up,shallow,shallow,P
2159167,down,deep,shallow,B
2159174,down,shallow,deep,B
2159176,down,deep,deep,B
2159177,down,shallow,shallow,A
2159179,down,deep,deep,B
2159184,down,shallow,deep,B
2159185,up,deep,shallow,A
2159187,down,shallow,deep,B
2159188,down,deep,deep,B
2159198,down,shallow,shallow,B
2159209,down,shallow,shallow,P
2159210,down,deep,deep,B
2159219,down,deep,shallow,A
2159223,down,deep,shallow,B
2159237,down,shallow,deep,B
2159248,down,deep,deep,B
2159249,down,deep,deep,B
2159259,down,shallow,shallow,A
2159261,up,deep,deep,A
2159268,down,deep,deep,A
2159270,down,deep,deep,B
2159273,down,deep,deep,B
2159280,down,deep,shallow,B
2159286,up,shallow,shallow,B
2159288,up,deep,deep,B
2159297,down,deep,deep,A
2159300,down,shallow,shallow,B
2159301,down,deep,shallow,A
2159308,down,shallow,shallow,A
2159310,down,deep,shallow,B
2159311,down,shallow,deep,B
2159312,down,shallow,deep,B
2159315,down,shallow,deep,B
2159317,down,shallow,shallow,B
2159326,down,deep,shallow,B
2159335,down,deep,deep,B
2159347,down,shallow,deep,A
2159353,down,deep,shallow,B
2159356,up,deep,deep,A
2159358,up,shallow,shallow,A
2159389,down,deep,deep,B
2159406,up,deep,deep,A
2159409,down,shallow,shallow,A
2159415,down,shallow,deep,A
2159416,down,shallow,shallow,B
2159424,down,deep,shallow,B
2159430,down,deep,deep,B
2159463,down,deep,shallow,B
2161751,down,deep,shallow,A
2161752,down,shallow,shallow,A
2161753,down,deep,shallow,B
2161755,down,shallow,shallow,B
2161758,down,deep,deep,B
2161765,down,,deep,A
2161768,down,shallow,shallow,B
2161780,down,shallow,deep,A
2161782,down,deep,deep,A
2161784,down,deep,shallow,A
2161797,down,deep,deep,B
2161813,down,deep,shallow,A
2161826,down,shallow,deep,B
2161834,down,deep,shallow,A
2161840,down,shallow,shallow,B
2161843,down,shallow,,A
2161850,down,deep,shallow,A
2161859,down,deep,deep,B
2161872,down,shallow,shallow,B
2161874,down,deep,shallow,B
2161878,down,deep,shallow,B
2161885,down,deep,shallow,B
2161888,down,deep,shallow,A
2161890,down,deep,shallow,B
2161898,down,shallow,deep,A
2161899,down,shallow,deep,A
2161911,down,shallow,shallow,A
2161913,down,shallow,shallow,B
2161923,down,deep,shallow,B
2161941,down,shallow,deep,B
2161945,down,shallow,shallow,A
2161946,up,,shallow,A
2161953,down,deep,deep,B
2172141,down,deep,deep,A
2172159,up,deep,shallow,A
2172163,down,,shallow,A
2172167,down,deep,,B
2172172,down,deep,shallow,B
2172175,down,,deep,B
2172191,down,shallow,deep,A
2172197,down,deep,deep,B
2172204,down,deep,deep,A
2172225,down,deep,shallow,B
2172238,down,shallow,shallow,A
2172241,down,shallow,shallow,B
2172246,down,deep,shallow,A
2172248,down,deep,deep,A
2172256,up,shallow,deep,A
2172257,down,deep,shallow,B
2172274,down,deep,deep,B
2172278,down,shallow,,B
2172288,down,shallow,shallow,B
2172295,down,deep,deep,B
2172296,up,deep,deep,B
2172322,down,deep,shallow,B
2172325,up,deep,deep,A
2172326,down,deep,deep,B
2172337,down,deep,shallow,B
2172376,down,deep,shallow,B
2172395,up,deep,deep,B
2172401,down,deep,shallow,A
2172426,down,deep,shallow,B
2172432,up,deep,deep,A
2172439,up,deep,deep,A
2172452,down,deep,shallow,A
2172455,down,deep,shallow,A
2172458,down,deep,deep,B
2172459,down,shallow,deep,B
2172463,down,shallow,deep,A
2172468,down,deep,shallow,B
2172483,down,shallow,shallow,B
2172489,down,deep,deep,B
2172490,down,deep,shallow,B
2172491,up,shallow,deep,A
2172502,down,shallow,deep,A
2172509,down,shallow,shallow,B
2175073,down,deep,shallow,B
2175074,down,deep,shallow,B
2175092,down,shallow,deep,B
2175098,down,deep,shallow,B
2175101,down,,shallow,A
2175107,down,shallow,deep,B
2175120,down,shallow,deep,B
2175122,up,,shallow,A
2175130,down,deep,shallow,B
2175140,down,shallow,deep,B
2175149,down,deep,shallow,B
2175167,down,deep,shallow,A
2175222,down,shallow,deep,B
2175228,down,shallow,shallow,B
2175236,down,shallow,shallow,B
2175246,down,shallow,deep,A
2175253,down,shallow,shallow,B
2175255,down,shallow,deep,B
2175265,up,deep,deep,A
2175282,down,shallow,shallow,A
2175297,down,shallow,shallow,B
2175324,down,deep,deep,B
2175333,down,deep,shallow,A
2175339,down,shallow,shallow,A
2175346,down,shallow,shallow,B
2175351,down,shallow,shallow,B
2175373,down,shallow,deep,B
2175382,down,shallow,shallow,B
2175402,down,deep,shallow,B
2175407,up,shallow,deep,A
2175410,up,shallow,shallow,A
2175443,down,shallow,shallow,B
2175449,down,deep,deep,A
2175454,down,deep,deep,B
2175459,down,deep,deep,A
2175460,up,deep,shallow,P
2179229,down,shallow,shallow,A
2183949,down,shallow,shallow,B
2183950,down,deep,deep,A
2183953,up,shallow,deep,A
2183959,up,shallow,shallow,A
2183964,up,deep,shallow,A
2183970,down,shallow,deep,A
2183979,down,deep,deep,P
2183990,down,shallow,shallow,B
2183999,down,deep,shallow,B
2184003,up,deep,shallow,A
2184011,down,deep,shallow,B
2184015,down,deep,deep,B
2184027,down,deep,shallow,B
2184028,down,shallow,shallow,B
2184036,down,shallow,deep,A
2184041,down,deep,deep,B
2184047,down,shallow,shallow,P
2184049,down,deep,deep,B
2184051,down,deep,deep,P
2184059,down,shallow,deep,B
2184060,down,deep,shallow,B
2184062,down,deep,shallow,B
2184063,down,deep,deep,B
2184077,down,deep,shallow,B
2184101,down,shallow,shallow,B
2204020,down,shallow,deep,A
2204447,up,,deep,A
2206429,down,deep,deep,A
2206431,down,,shallow,A
2206442,down,deep,shallow,B
2206446,down,deep,deep,B
2206449,down,,shallow,B
2206456,down,shallow,shallow,A
2206457,down,shallow,deep,B
2206463,down,deep,shallow,B
2206465,down,shallow,shallow,B
2206479,down,shallow,shallow,B
2206485,down,shallow,shallow,A
2206487,down,deep,shallow,B
2206492,down,shallow,shallow,B
2207842,up,,,A
2209303,down,shallow,deep,B
2209304,down,deep,shallow,B
2209306,up,deep,shallow,A
2209307,down,deep,shallow,B
2209313,down,shallow,shallow,A
2209322,down,shallow,shallow,B
2209323,down,deep,deep,A
2209324,down,shallow,deep,B
2209325,down,shallow,deep,A
2209328,down,shallow,shallow,A
2209329,down,deep,deep,B
2209333,down,deep,deep,A
2209342,down,shallow,deep,B
2209343,down,deep,deep,A
2209358,down,,deep,B
2209359,down,shallow,deep,B
2209363,down,deep,shallow,B
2209364,down,deep,deep,B
2209377,down,deep,deep,P
2209384,down,shallow,deep,A
2209385,down,shallow,deep,B
2209388,down,deep,shallow,B
2209389,down,deep,shallow,B
2209391,down,deep,shallow,B
2209394,down,shallow,deep,B
2209396,down,deep,deep,B
2209399,down,deep,deep,A
2209400,down,shallow,shallow,B
2209406,down,shallow,deep,B
2209407,down,shallow,deep,A
2209410,down,shallow,deep,B
2209413,down,shallow,deep,A
2209416,down,deep,shallow,B
2213248,down,deep,shallow,B
2213261,down,,deep,B
2213265,down,deep,deep,A
2213276,down,deep,deep,B
2213277,down,deep,deep,B
2213279,down,shallow,shallow,B
2213283,down,deep,deep,B
2213284,down,shallow,shallow,A
2213301,down,deep,shallow,B
2213310,down,deep,deep,A
2213311,down,shallow,shallow,A
2213313,down,shallow,shallow,B
2213314,up,deep,deep,A
2213318,down,deep,,A
2213325,down,shallow,shallow,B
2213326,down,deep,shallow,B
2213330,up,deep,deep,B
2213338,down,shallow,,B
2213339,down,deep,deep,B
2213342,down,deep,deep,B
2213375,down,shallow,shallow,A
2213377,down,deep,shallow,A
2213383,down,,shallow,B
2213389,down,deep,shallow,B
2213390,down,deep,shallow,A
2213407,down,deep,deep,P
2213417,down,,deep,B
2213419,up,deep,deep,A
2213420,down,shallow,deep,B
2213427,down,shallow,deep,B
2213428,down,deep,deep,B
2213438,down,shallow,deep,A
2213440,down,deep,,B
2213442,down,shallow,shallow,B
2213445,down,deep,shallow,P
2213450,down,deep,,B
2213455,down,shallow,shallow,A
2213457,down,shallow,deep,B
2213465,down,deep,shallow,B
2213468,down,deep,deep,B
2213473,down,deep,deep,B
2213477,up,deep,shallow,A
2213483,down,deep,deep,B
2213484,down,deep,shallow,B
2213485,down,deep,shallow,A
2213491,up,deep,deep,A
2213494,down,deep,shallow,B
2213505,down,deep,deep,B
2213510,up,deep,shallow,A
2213512,up,deep,deep,A
2213513,down,deep,deep,A
2213514,down,deep,deep,B
2213521,down,,shallow,A
2213525,down,deep,shallow,B
2213562,down,shallow,deep,A
2213563,down,shallow,deep,A
2213571,down,deep,deep,B
2213578,down,deep,shallow,P
2213581,down,deep,shallow,B
2213586,down,deep,shallow,B
2213589,up,deep,deep,P
2213594,down,shallow,shallow,B
2213608,down,deep,deep,A
2213611,down,shallow,deep,A
2213614,down,deep,shallow,B
2213618,down,deep,shallow,B
2213620,down,deep,deep,A
2213628,down,deep,deep,B
2213629,down,deep,shallow,B
2213647,down,deep,deep,B
2213651,down,deep,shallow,A
2213658,down,,deep,B
2213659,down,shallow,shallow,A
2213666,down,deep,shallow,A
2213674,down,deep,deep,B
2213677,down,shallow,deep,B
2213678,down,shallow,deep,A
2213683,down,deep,shallow,A
2213687,down,shallow,deep,A
2213691,down,shallow,deep,A
2213694,down,deep,deep,B
2213702,down,shallow,,B
2213711,down,deep,deep,B
2213713,down,deep,deep,B
2213720,down,deep,deep,B
2213722,down,shallow,deep,A
2213728,down,deep,,A
2213732,down,shallow,deep,A
2213734,down,deep,deep,A
2213736,down,shallow,deep,B
2213739,down,shallow,deep,B
2213743,down,shallow,shallow,A
2213744,down,deep,deep,B
2213751,down,deep,shallow,B
2213758,down,deep,deep,B
2213763,down,shallow,deep,B
2213793,up,shallow,shallow,P
2213794,up,deep,deep,B
2213813,down,deep,shallow,B
2213819,down,shallow,shallow,B
2213836,up,deep,shallow,A
2213842,down,,,B
2213843,down,shallow,deep,B
2213854,down,shallow,deep,A
2213857,down,shallow,deep,B
2213858,down,deep,shallow,B
2213864,down,deep,deep,B
2213876,down,deep,shallow,A
2213881,down,deep,deep,A
2213886,down,shallow,shallow,A
2213887,down,shallow,shallow,A
2213889,down,shallow,deep,B
2213895,down,,deep,B
2213899,up,,deep,A
2213903,up,deep,shallow,A
2213907,down,deep,,P
2213908,down,shallow,shallow,B
2213916,down,shallow,shallow,B
2214057,down,shallow,shallow,B
2214067,down,deep,shallow,A
2214073,down,deep,deep,B
2214082,down,shallow,deep,B
2214086,down,deep,deep,A
2214096,down,shallow,shallow,B
2214100,down,shallow,deep,A
2214103,down,shallow,deep,B
2214124,down,deep,deep,B
2214125,down,shallow,deep,A
2214132,down,shallow,deep,A
2214133,down,deep,shallow,B
2214140,down,deep,shallow,A
2214147,down,shallow,deep,A
2214148,down,deep,shallow,A
2214161,down,deep,shallow,P
2214165,down,shallow,shallow,B
2214175,down,shallow,shallow,A
2214187,down,deep,deep,A
2215010,down,deep,deep,A
2215014,down,deep,,B
2215016,down,deep,shallow,B
2215018,down,deep,deep,B
2215023,down,shallow,shallow,A
2215027,down,shallow,shallow,B
2215037,down,deep,shallow,B
2215041,down,deep,deep,A
2215046,down,deep,deep,B
2215049,down,deep,deep,A
2215051,down,shallow,deep,B
2215064,down,deep,deep,A
2215073,down,deep,shallow,A
2215079,down,shallow,shallow,B
2215089,down,deep,shallow,B
2215090,down,deep,shallow,P
2215093,down,shallow,deep,B
2215101,down,deep,shallow,B
2215107,down,deep,deep,A
2215114,down,shallow,deep,P
2215599,down,shallow,deep,B
2215600,down,deep,deep,B
2215604,down,shallow,deep,B
2215607,down,deep,deep,B
2215612,down,deep,deep,B
2215613,down,deep,shallow,B
2215614,down,deep,deep,B
2215622,down,shallow,shallow,B
2215626,down,shallow,deep,B
2215636,down,deep,deep,B
2215637,down,shallow,deep,A
2215639,down,deep,shallow,A
2215645,down,shallow,shallow,A
2215656,down,deep,shallow,A
2215657,down,shallow,shallow,B
2215658,down,deep,deep,A
2215661,up,deep,deep,B
2215682,up,shallow,deep,A
2215685,down,shallow,deep,A
2215687,up,deep,deep,A
2215689,down,deep,deep,A
2215699,up,deep,deep,A
2215716,down,shallow,deep,A
2215719,down,deep,shallow,B
2215720,down,deep,shallow,B
2215727,down,shallow,deep,B
2215729,down,deep,deep,B
2215730,down,deep,deep,B
2215733,down,deep,shallow,B
2215734,down,shallow,shallow,A
2215740,up,deep,deep,B
2215748,down,shallow,,A
2215750,up,shallow,deep,A
2215756,up,,shallow,A
2215759,down,shallow,shallow,A
2215763,down,shallow,shallow,B
2215771,down,shallow,shallow,B
2215772,down,deep,shallow,B
2215774,down,,deep,B
2215776,down,deep,shallow,A
2215777,down,shallow,shallow,A
2215782,down,shallow,deep,B
2215792,down,deep,shallow,B
2215795,down,deep,shallow,B
2215796,down,deep,shallow,B
2215805,down,deep,shallow,B
2215819,down,shallow,deep,A
2215822,up,shallow,deep,P
2215836,down,deep,deep,B
2215838,down,deep,shallow,B
2215840,down,deep,deep,A
2215843,down,shallow,shallow,A
2215851,down,shallow,deep,B
2215871,up,deep,deep,B
2215874,down,deep,shallow,B
2215877,down,deep,shallow,B
2215907,down,deep,shallow,B
2215915,down,deep,shallow,B
2215916,down,deep,shallow,A
2215918,down,deep,deep,A
2215921,down,deep,deep,B
2215922,down,deep,shallow,B
2215923,down,deep,deep,B
2215925,down,shallow,deep,A
2215934,up,shallow,deep,A
2215938,down,deep,shallow,B
2215941,down,shallow,shallow,A
2215943,down,deep,shallow,A
2215944,down,deep,deep,B
2215945,down,shallow,deep,A
2215955,down,shallow,shallow,B
2215960,down,shallow,shallow,A
2215962,down,deep,deep,A
2215967,down,deep,shallow,B
2215975,down,shallow,deep,B
2215976,up,deep,shallow,A
2215979,down,shallow,shallow,A
2215983,down,shallow,shallow,B
2215985,down,deep,deep,B
2215992,down,shallow,deep,B
2215995,down,shallow,deep,B
2215997,down,shallow,shallow,B
2215999,down,deep,shallow,P
2216004,down,shallow,shallow,P
2216006,down,shallow,shallow,B
2216020,down,shallow,deep,B
2216022,down,deep,deep,A
2216025,down,shallow,shallow,B
2216029,down,deep,shallow,B
2216031,down,,shallow,P
2216032,down,deep,deep,A
2216036,down,deep,deep,B
2216043,down,deep,shallow,B
2216046,up,shallow,deep,A
2216051,down,shallow,shallow,B
2216063,down,shallow,shallow,B
2216067,down,shallow,deep,B
2216069,down,deep,shallow,A
2216071,down,shallow,deep,B
2216093,down,shallow,deep,B
2216095,down,deep,shallow,B
2216099,down,shallow,shallow,B
2216104,down,deep,shallow,A
2216109,down,shallow,deep,B
2216122,up,deep,shallow,A
2216123,down,shallow,deep,A
2216131,down,shallow,shallow,B
2216144,down,,shallow,B
2216148,down,shallow,deep,P
2216157,up,shallow,deep,A
2216158,up,shallow,shallow,A
2216159,down,shallow,shallow,B
2216164,down,deep,deep,A
2216172,down,deep,deep,B
2216173,down,deep,deep,A
2216177,down,deep,shallow,B
2216182,up,,shallow,A
2216184,down,shallow,shallow,A
2216188,down,shallow,shallow,A
2216191,down,shallow,shallow,A
2216192,down,deep,deep,B
2216197,down,,shallow,B
2216202,down,deep,deep,A
2216208,up,shallow,deep,A
2216209,down,shallow,deep,B
2216212,down,deep,shallow,B
2216218,down,deep,shallow,B
2216235,down,shallow,deep,B
2216236,down,deep,shallow,B
2216247,down,deep,shallow,B
2216289,down,shallow,deep,B
2216291,down,deep,deep,A
2216303,down,shallow,shallow,B
2216316,down,deep,shallow,B
2216327,down,shallow,shallow,B
2216329,down,deep,shallow,A
2216332,down,deep,shallow,A
2216344,down,shallow,shallow,B
2216349,down,deep,shallow,B
2216360,down,deep,deep,B
2216364,up,deep,shallow,B
2216365,down,shallow,shallow,B
2216374,down,shallow,shallow,B
2216380,down,deep,shallow,B
2216381,down,shallow,shallow,P
2216382,down,shallow,shallow,B
2216383,down,deep,shallow,B
2216399,down,shallow,shallow,A
2216414,down,deep,shallow,A
2216417,down,deep,deep,B
2216426,down,deep,shallow,P
2216441,down,shallow,shallow,A
2216454,down,shallow,deep,A
2216462,down,shallow,shallow,A
2216463,up,,shallow,A
2216471,down,deep,shallow,B
2216474,down,deep,shallow,A
2216485,down,deep,deep,B
2216495,down,shallow,deep,A
2216496,down,shallow,deep,A
2216499,down,shallow,shallow,B
2216507,down,shallow,deep,B
2216508,down,deep,deep,A
2216513,down,deep,shallow,B
2216516,down,deep,deep,B
2216520,down,deep,deep,B
2216526,up,deep,deep,B
2216528,up,shallow,deep,A
2216530,down,shallow,deep,B
2216539,down,deep,shallow,B
2216541,down,deep,shallow,A
2216542,down,,deep,B
2216548,up,deep,shallow,P
2216552,down,shallow,shallow,B
2216555,down,deep,shallow,A
2216559,up,,shallow,A
2217206,down,deep,shallow,B
2217208,down,deep,shallow,A
2217215,down,shallow,shallow,B
2217216,down,shallow,shallow,B
2217217,down,deep,deep,A
2217220,down,deep,deep,B
2217223,down,deep,deep,B
2217227,up,shallow,deep,B
2217232,down,deep,shallow,B
2217235,down,deep,deep,B
2217242,down,shallow,shallow,B
2217245,down,deep,deep,B
2217249,down,shallow,deep,B
2217250,down,shallow,shallow,A
2217256,down,shallow,deep,A
2217257,down,shallow,shallow,B
2217261,down,deep,deep,A
2217269,down,,shallow,B
2217271,down,deep,shallow,A
2217283,down,shallow,deep,A
2217293,down,deep,shallow,A
2217294,down,shallow,shallow,A
2217297,down,deep,shallow,B
2217303,down,shallow,shallow,B
2217308,down,deep,shallow,B
2217326,down,deep,shallow,B
2217332,down,shallow,deep,B
2217333,down,shallow,shallow,A
2217345,down,deep,shallow,B
2217350,down,deep,shallow,B
2217352,down,shallow,deep,A
2217354,down,deep,deep,B
2217356,down,deep,deep,A
2217357,up,deep,shallow,A
2217358,down,deep,shallow,B
2217361,down,deep,deep,A
2217363,down,deep,deep,A
2217364,down,deep,deep,B
2217366,down,deep,deep,B
2217367,down,deep,deep,B
2217371,down,shallow,shallow,B
2217372,down,shallow,deep,A
2217377,down,shallow,deep,A
2217378,down,shallow,deep,B
2217379,down,deep,shallow,A
2217380,down,shallow,shallow,B
2217384,down,deep,shallow,A
2217390,down,deep,deep,B
2217393,down,shallow,shallow,B
2217395,down,deep,shallow,P
2217419,down,deep,deep,A
2217425,down,shallow,shallow,B
2217428,down,deep,deep,A
2217430,down,deep,deep,B
2217431,down,deep,deep,A
2217444,down,shallow,shallow,A
2217445,down,deep,shallow,B
2217455,down,deep,shallow,A
2217466,down,shallow,shallow,P
2217480,down,deep,shallow,A
2217487,up,deep,deep,A
2217490,down,deep,shallow,B
2217492,down,shallow,deep,A
2217506,down,shallow,deep,B
2217516,down,,deep,B
2217518,down,shallow,deep,A
2217520,down,,shallow,A
2217530,down,,,A
2217534,down,deep,deep,B
2217545,down,shallow,deep,B
2217547,down,deep,deep,B
2217551,down,shallow,shallow,B
2217556,down,shallow,shallow,B
2217560,down,deep,shallow,A
2217603,down,shallow,deep,A
2217604,down,deep,shallow,A
2217921,down,shallow,shallow,B
2217926,down,deep,deep,B
2217927,down,shallow,deep,A
2217933,down,,deep,A
2217934,down,deep,shallow,A
2217935,down,deep,deep,B
2217936,down,shallow,deep,A
2217937,down,shallow,shallow,B
2217943,down,shallow,shallow,A
2217944,down,deep,deep,B
2217958,up,deep,shallow,A
2217966,down,deep,deep,B
2217975,up,shallow,shallow,A
2217978,down,deep,deep,B
2217984,down,deep,shallow,A
2217989,down,shallow,deep,B
2217992,down,deep,deep,B
2217999,down,deep,shallow,B
2218014,down,deep,shallow,P
2218016,down,shallow,deep,B
2218021,up,deep,deep,B
2218024,down,deep,shallow,B
2218027,down,deep,shallow,A
2218036,down,deep,shallow,B
2218038,down,shallow,deep,P
2218042,down,deep,deep,B
2218044,down,deep,shallow,B
2218050,down,shallow,deep,A
2218054,down,,deep,B
2218063,down,shallow,deep,B
2218066,up,shallow,deep,A
2219706,down,,deep,B
2219997,down,deep,shallow,B
2220000,down,shallow,deep,B
2220008,down,deep,deep,B
2220011,down,,deep,B
2220016,up,deep,shallow,A
2220022,down,shallow,deep,B
2220023,down,deep,shallow,B
2220026,up,deep,deep,A
2220030,up,shallow,deep,P
2220037,down,deep,shallow,A
2220039,down,,shallow,B
2220043,down,,deep,B
2220047,down,deep,shallow,B
2220048,down,shallow,shallow,B
2220050,down,deep,deep,A
2220051,up,deep,deep,A
2220055,down,deep,deep,A
2220059,down,deep,deep,B
2220061,down,deep,shallow,A
2220063,down,shallow,deep,A
2220069,down,shallow,shallow,A
2220076,down,shallow,shallow,A
2220077,down,,shallow,B
2220107,down,deep,deep,B
2220111,down,shallow,shallow,B
2220112,down,shallow,shallow,A
2220113,down,shallow,shallow,B
2220115,down,shallow,deep,B
2220128,down,shallow,deep,B
2220143,down,deep,shallow,A
2220145,down,shallow,shallow,A
2220158,down,deep,deep,B
2220165,up,shallow,shallow,A
2220168,down,shallow,shallow,B
2220179,down,deep,deep,A
2220181,down,shallow,shallow,B
2220183,down,deep,shallow,A
2220186,down,deep,deep,B
2220189,down,,deep,A
2220191,down,,shallow,B
2220197,down,deep,shallow,A
2220202,up,deep,shallow,A
2220203,down,deep,shallow,B
2220209,down,shallow,shallow,B
2220213,down,shallow,shallow,B
2220217,down,deep,deep,A
2220225,down,deep,deep,B
2220229,down,shallow,shallow,A
2220230,down,deep,deep,A
2220236,down,deep,deep,A
2220241,down,shallow,deep,B
2220243,down,deep,shallow,B
2220244,down,shallow,deep,A
2220247,down,deep,shallow,B
2220250,down,deep,deep,B
2220256,down,deep,deep,A
2220263,down,deep,,B
2220266,down,deep,shallow,B
2222240,down,deep,deep,A
2222243,down,deep,deep,B
2222246,up,deep,deep,A
2222247,up,shallow,shallow,A
2222253,down,shallow,deep,A
2222254,down,shallow,deep,A
2222260,down,shallow,shallow,B
2222262,down,shallow,shallow,B
2222265,up,deep,shallow,A
2222287,down,shallow,shallow,B
2222290,down,deep,deep,B
2222299,down,deep,deep,B
2222301,down,deep,deep,B
2222313,down,deep,shallow,B
2222317,down,shallow,deep,A
2222319,down,,shallow,B
2222320,up,deep,shallow,A
2222322,down,shallow,shallow,B
2222323,down,,shallow,B
2222333,down,shallow,shallow,B
2222343,down,deep,deep,B
2222363,down,deep,deep,B
2222368,down,shallow,deep,B
2222370,up,,deep,A
2222376,down,deep,deep,A
2222381,down,shallow,shallow,B
2222382,down,deep,shallow,A
2222398,up,shallow,shallow,A
2222401,down,deep,shallow,A
2222403,up,shallow,deep,A
2222404,up,shallow,shallow,A
2222405,down,deep,shallow,A
2222420,down,shallow,deep,B
2222430,down,shallow,deep,B
2222435,up,,deep,A
2222437,down,deep,shallow,B
2222440,down,deep,shallow,A
