match_id,direction,g14,g17,res
2356439,down,shallow,shallow,B
2356441,down,shallow,deep,B
2356450,down,shallow,deep,B
2356452,down,,shallow,B
2356457,down,shallow,deep,B
2356480,down,deep,shallow,B
2356484,up,shallow,shallow,B
2371613,down,deep,deep,A
2371616,down,deep,shallow,B
2371625,down,deep,deep,B
2371626,down,deep,deep,P
2371627,down,shallow,deep,P
2371630,up,deep,deep,B
2371639,down,deep,deep,P
2371640,down,deep,shallow,B
2371641,up,shallow,deep,A
2371642,up,deep,deep,A
2371643,up,deep,deep,B
2371651,down,deep,shallow,B
2371653,down,,shallow,B
2371684,down,shallow,deep,B
2371689,down,shallow,deep,A
2371696,down,deep,shallow,A
2371702,down,,deep,B
2371703,down,deep,shallow,A
2372391,down,shallow,shallow,B
2372394,down,deep,deep,A
2372401,down,shallow,shallow,B
2372403,down,deep,shallow,B
2372407,down,deep,deep,P
2372408,down,shallow,shallow,B
2372415,down,shallow,deep,A
2372440,down,shallow,deep,P
2372441,down,deep,shallow,B
2372450,down,shallow,shallow,A
2372455,down,deep,shallow,A
2372461,down,shallow,deep,B
2372473,down,shallow,deep,A
2372476,down,deep,shallow,A
2372479,down,shallow,deep,B
2376159,up,deep,deep,A
2395892,down,shallow,deep,B
2399078,down,deep,deep,A
2399080,down,shallow,shallow,B
2399082,down,deep,deep,A
2399083,down,deep,deep,B
2399107,down,deep,deep,B
2399109,down,deep,deep,A
2399128,down,deep,shallow,B
2399134,down,deep,deep,P
2399138,down,shallow,deep,B
2399141,down,shallow,deep,A
2399143,down,deep,shallow,A
2399146,down,shallow,shallow,A
2399154,down,shallow,deep,A
2399157,down,deep,shallow,A
2399167,down,deep,deep,A
2399172,down,,deep,B
2399180,down,shallow,shallow,A
2399185,down,shallow,shallow,A
2399188,up,shallow,shallow,B
2399195,down,shallow,deep,B
2399197,down,shallow,,B
2399205,down,shallow,deep,B
2399207,down,deep,shallow,B
2399244,down,shallow,deep,A
2399245,down,shallow,deep,B
2399246,down,shallow,shallow,B
2399275,down,shallow,,A
2399278,down,deep,shallow,B
2399293,down,deep,shallow,A
2399295,up,deep,deep,A
2399296,down,deep,shallow,B
2399302,down,deep,shallow,B
2399303,down,,deep,B
2399304,down,deep,deep,A
2399311,up,deep,deep,A
2399312,down,shallow,deep,A
2399313,up,deep,shallow,A
2399314,up,deep,shallow,B
2399324,down,deep,,P
2399327,down,deep,deep,B
2399340,down,shallow,deep,B
2399342,down,shallow,deep,B
2399350,down,deep,deep,B
2399364,down,shallow,shallow,B
2399367,down,deep,deep,B
2399368,down,shallow,deep,A
2399373,down,deep,deep,B
2399380,down,deep,deep,B
2399386,down,deep,deep,B
2399397,down,shallow,shallow,B
2399412,down,deep,shallow,A
2399424,down,deep,deep,B
2399425,down,deep,deep,A
2399427,down,shallow,deep,B
2399428,up,shallow,deep,A
2399430,down,deep,shallow,A
2400015,down,shallow,shallow,B
2400016,down,deep,shallow,B
2400021,down,deep,shallow,B
2400037,down,deep,shallow,A
2400041,down,deep,shallow,A
2400042,down,shallow,shallow,B
2400045,down,deep,deep,B
2400052,down,deep,shallow,B
2400054,down,deep,shallow,B
2400060,down,deep,deep,B
2400065,up,deep,shallow,A
2400082,down,shallow,shallow,A
2400084,down,deep,shallow,A
2400086,down,shallow,shallow,B
2400091,down,deep,deep,B
2400094,down,deep,shallow,A
2400097,down,deep,deep,A
2400098,down,,shallow,B
2400105,down,deep,shallow,B
2400110,down,deep,shallow,A
2400118,down,deep,deep,A
2400120,down,shallow,deep,A
2400128,down,deep,shallow,B
2402035,down,shallow,shallow,B
2402040,down,shallow,shallow,B
2402041,down,deep,deep,P
2402045,down,shallow,shallow,A
2402054,down,deep,shallow,B
2402072,down,,shallow,B
2402074,down,shallow,shallow,A
2402077,up,deep,deep,A
2402084,down,shallow,deep,B
2402092,down,shallow,shallow,B
2402096,down,deep,shallow,P
2402101,down,deep,deep,B
2402107,down,shallow,deep,B
2402126,down,shallow,shallow,B
2402127,down,deep,shallow,B
2402128,down,deep,deep,A
2402131,down,deep,shallow,A
2402133,up,deep,deep,A
2402136,down,deep,deep,A
2402144,down,shallow,shallow,B
2402154,down,deep,shallow,B
2402160,down,shallow,shallow,B
2402173,down,shallow,deep,B
2402179,down,shallow,deep,B
2402184,down,deep,deep,B
2402186,down,deep,shallow,A
2402187,down,shallow,deep,B
2402189,down,shallow,deep,B
2402191,down,shallow,deep,B
2402192,down,,deep,A
2402193,down,deep,deep,B
2402194,down,shallow,deep,A
2402195,down,deep,deep,B
2402196,down,deep,shallow,B
2402197,down,shallow,deep,B
2402212,down,shallow,deep,A
2402217,down,deep,shallow,B
2402222,down,deep,shallow,A
2402235,down,shallow,deep,B
2402236,up,deep,shallow,A
2402241,down,shallow,,A
2402245,down,deep,shallow,P
2402255,up,shallow,deep,A
2402269,down,,deep,B
2402274,down,shallow,shallow,A
2402277,down,deep,deep,A
2402278,down,deep,deep,B
2402284,down,deep,deep,P
2402300,down,deep,shallow,P
2402302,up,deep,deep,A
2402303,down,deep,deep,B
2402316,down,deep,deep,B
2402323,down,deep,deep,B
2402325,down,deep,shallow,A
2402329,down,deep,shallow,B
2402331,down,shallow,shallow,B
2402334,down,,deep,A
2402337,down,shallow,deep,A
2402340,down,,shallow,B
2402349,down,deep,shallow,B
2402355,down,deep,shallow,B
2402360,down,deep,deep,A
2402361,down,shallow,shallow,B
2402365,down,deep,deep,B
2402372,down,shallow,deep,A
2402380,down,deep,shallow,B
2402391,down,deep,shallow,A
2402392,down,shallow,shallow,B
2402409,down,deep,shallow,A
2402421,up,deep,shallow,B
2402424,down,deep,deep,B
2402425,down,shallow,deep,B
2402438,down,shallow,shallow,B
2402442,down,shallow,shallow,B
2402450,down,shallow,shallow,B
2402463,down,shallow,shallow,B
2402467,down,shallow,deep,A
2402479,down,shallow,shallow,B
2402489,down,deep,shallow,A
2402490,down,deep,deep,B
2402498,down,shallow,deep,B
2402500,down,,deep,B
2402503,up,deep,shallow,A
2402513,down,shallow,shallow,B
2402518,down,shallow,deep,B
2402524,down,deep,shallow,B
2402541,down,deep,deep,B
2402546,down,deep,deep,B
2402550,down,,deep,B
2402555,down,deep,deep,B
2402557,down,deep,shallow,B
2402558,down,deep,deep,B
2402591,down,,deep,B
2402592,down,shallow,deep,B
2402599,down,,shallow,B
2402602,down,deep,deep,B
2402603,down,deep,shallow,A
2402605,down,shallow,shallow,B
2402606,down,deep,deep,A
2402607,down,shallow,deep,B
2402608,down,shallow,shallow,B
2402611,down,shallow,deep,P
2402614,down,shallow,deep,A
2402617,down,deep,shallow,P
2402623,down,deep,deep,B
2402636,down,,,A
2402637,down,shallow,shallow,B
2402641,down,shallow,shallow,A
2402646,down,deep,deep,B
2402660,down,deep,shallow,B
2402662,down,shallow,shallow,B
2402668,down,shallow,shallow,B
2402670,down,shallow,deep,B
2402674,down,shallow,shallow,B
2402682,down,deep,deep,B
2402688,down,,shallow,B
2402697,down,deep,deep,B
2402698,down,deep,shallow,B
2402707,down,shallow,deep,A
2402714,down,shallow,deep,B
2402723,down,deep,shallow,B
2402736,down,,deep,A
2402739,down,deep,deep,A
2402742,down,shallow,deep,A
2402748,down,deep,deep,B
2402752,down,deep,shallow,B
2402756,down,shallow,deep,A
2402766,down,shallow,deep,B
2402769,down,deep,deep,B
2402778,down,deep,shallow,A
2402779,up,deep,deep,A
2402784,down,shallow,shallow,B
2402785,down,shallow,deep,B
2402793,down,deep,deep,B
2402800,down,deep,shallow,B
2402805,down,deep,deep,A
2402819,down,deep,shallow,P
2402839,down,deep,shallow,B
2402844,down,deep,shallow,B
2402849,down,shallow,deep,A
2402853,down,shallow,shallow,B
2402856,down,deep,deep,A
2402858,up,deep,shallow,A
2402860,down,shallow,deep,B
2402862,down,shallow,deep,B
2402865,down,deep,shallow,B
2402870,down,shallow,deep,A
2402873,down,shallow,deep,P
2402874,down,deep,shallow,B
2402878,down,deep,deep,B
2402879,down,deep,shallow,B
2402883,down,shallow,deep,B
2402891,down,deep,shallow,B
2402896,down,shallow,shallow,A
2402901,down,shallow,deep,B
2402908,up,deep,deep,A
2402911,down,deep,deep,B
2402915,down,deep,deep,B
2402922,up,deep,deep,A
2402923,up,shallow,shallow,A
2402925,down,deep,shallow,B
2402931,down,shallow,shallow,B
2402942,down,deep,shallow,A
2402943,up,deep,deep,A
2402949,down,shallow,shallow,A
2402952,down,shallow,deep,B
2402976,down,deep,shallow,B
2402984,down,deep,shallow,A
2402995,down,deep,deep,B
2403007,down,deep,deep,B
2403017,down,deep,deep,B
2403027,down,deep,deep,B
2403028,down,deep,deep,B
2403036,down,deep,deep,B
2403038,down,deep,deep,A
2403041,up,shallow,deep,B
2403045,down,,shallow,B
2403049,down,deep,,B
2403056,down,shallow,shallow,P
2403059,down,shallow,shallow,B
2403070,up,deep,shallow,A
2403072,down,deep,deep,B
2403075,down,deep,deep,B
2403081,down,deep,deep,B
2403083,down,shallow,shallow,B
2403085,up,shallow,deep,A
2403087,down,,shallow,P
2403108,down,,shallow,B
2403731,down,deep,shallow,B
2403777,down,deep,deep,B
2403790,down,shallow,deep,B
2403810,down,deep,shallow,B
2403816,up,shallow,,A
2403827,down,shallow,,B
2403828,down,deep,,B
2403830,down,shallow,,P
2403832,down,deep,,B
2403833,down,deep,deep,B
2403835,down,deep,,B
2403855,down,shallow,,B
2403857,down,,,A
2403859,down,deep,,B
2403860,down,deep,,B
2403877,up,shallow,,A
2403885,down,shallow,,P
2403892,down,shallow,,B
2403900,down,deep,shallow,B
2403936,down,deep,,A
2403938,down,deep,,A
2403944,down,deep,,A
2403963,down,deep,,B
2403965,down,deep,,B
2403973,down,deep,shallow,B
2403997,down,shallow,,A
2404000,down,deep,,B
2404008,down,deep,deep,B
2404013,down,deep,deep,A
2404024,down,deep,deep,A
2404025,down,deep,shallow,B
2404027,down,deep,shallow,B
2404029,down,shallow,deep,B
2404035,down,,deep,B
2404046,down,shallow,shallow,A
2404047,down,shallow,shallow,B
2404049,down,deep,,A
2404061,down,deep,deep,B
2404066,up,deep,,B
2404072,down,deep,shallow,B
2404082,down,deep,deep,B
2404087,down,shallow,shallow,B
2404093,down,deep,shallow,P
2404094,down,deep,shallow,B
2404099,down,deep,shallow,B
2404114,down,shallow,,B
2404117,down,deep,,A
2404118,down,,,P
2404151,down,deep,,B
2404153,down,shallow,,B
2404175,down,deep,,B
2404185,down,deep,,B
2404191,up,deep,deep,B
2404198,down,deep,,B
2404214,up,,deep,A
2404215,down,shallow,shallow,B
2404216,down,deep,shallow,A
2404229,down,deep,deep,B
2404305,down,deep,deep,A
2404330,up,deep,shallow,P
2404331,down,shallow,shallow,P
2404334,down,shallow,shallow,A
2404336,down,shallow,shallow,B
2404341,down,deep,shallow,P
2404343,up,,deep,P
2404344,up,deep,shallow,A
2404350,down,deep,shallow,A
2404351,down,deep,shallow,B
2404355,up,shallow,shallow,P
2404359,down,shallow,deep,A
2404360,down,deep,shallow,P
2404363,down,deep,shallow,B
2404365,down,shallow,shallow,B
2404371,up,shallow,shallow,A
2404379,down,shallow,shallow,B
2404380,down,shallow,deep,B
2404394,down,shallow,shallow,B
2404399,down,deep,deep,B
2404406,down,deep,,B
2404418,down,deep,shallow,B
2404427,up,deep,shallow,A
2404432,down,deep,shallow,B
2404433,down,deep,shallow,A
2404439,down,deep,shallow,A
2404441,down,deep,deep,B
2404453,down,shallow,deep,A
2404457,down,shallow,deep,A
2404459,down,deep,shallow,A
2404461,down,,deep,B
2404462,down,deep,deep,B
2404470,up,deep,shallow,B
2404484,down,shallow,deep,B
2404486,up,deep,deep,A
2404499,down,shallow,deep,A
2404501,down,deep,,B
2404508,down,deep,deep,B
2404520,down,shallow,shallow,B
2404538,down,shallow,shallow,B
2404542,down,shallow,shallow,B
2404552,down,deep,shallow,B
2404553,up,shallow,deep,B
2404568,up,shallow,deep,B
2404576,down,shallow,shallow,B
2404577,up,shallow,deep,B
2404584,down,deep,deep,A
2404594,down,shallow,deep,B
2404599,down,shallow,deep,B
2404601,down,shallow,shallow,B
2404606,down,shallow,deep,B
2404608,down,deep,deep,B
2404614,down,shallow,shallow,A
2404621,up,deep,deep,A
2404625,down,shallow,deep,A
2404639,down,deep,deep,A
2404652,down,deep,shallow,B
2404668,down,shallow,deep,B
2405234,down,deep,shallow,A
2405235,down,deep,deep,B
2405242,down,deep,deep,B
2405243,down,deep,deep,B
2405250,up,deep,deep,A
2405252,down,deep,deep,B
2405254,down,deep,deep,B
2405258,down,deep,deep,B
2405259,down,deep,deep,A
2405278,down,shallow,deep,B
2405279,down,deep,deep,B
2405287,down,deep,shallow,B
2405293,down,,shallow,A
2405299,down,deep,deep,A
2405306,down,shallow,deep,A
2405307,down,shallow,deep,A
2405308,up,shallow,shallow,B
2405310,down,deep,deep,B
2405322,up,deep,deep,P
2405326,up,deep,shallow,P
2405329,up,deep,deep,B
2405334,down,deep,deep,B
2405335,down,deep,deep,B
2405353,down,deep,shallow,B
2405357,down,deep,deep,A
2405361,up,deep,deep,A
2405363,down,shallow,deep,A
2405369,up,deep,shallow,P
2405371,up,deep,shallow,A
2405379,down,shallow,deep,B
2405381,up,shallow,deep,A
2405395,down,shallow,deep,A
2405396,down,deep,shallow,B
2405405,down,shallow,shallow,B
2405415,up,deep,shallow,A
2405418,down,deep,deep,A
2405434,down,shallow,deep,B
2405437,up,shallow,shallow,A
2405438,down,shallow,deep,P
2405440,down,shallow,deep,A
2405442,down,shallow,deep,A
2405444,up,deep,shallow,P
2405445,up,deep,deep,A
2405590,down,shallow,shallow,A
2405596,down,deep,shallow,A
2405599,down,shallow,deep,A
2405611,down,shallow,shallow,A
2405625,up,deep,deep,A
2405628,down,deep,shallow,A
2405633,up,deep,shallow,A
2405644,down,deep,deep,B
2405645,down,shallow,shallow,A
2405650,down,deep,shallow,B
2405653,down,deep,shallow,A
2405654,down,deep,shallow,B
2405658,down,shallow,deep,B
2405660,down,shallow,deep,A
2405666,down,deep,deep,A
2405675,down,deep,shallow,B
2405678,down,shallow,shallow,A
2405691,up,deep,deep,A
2405700,down,deep,deep,B
2405720,up,deep,shallow,A
2405721,down,shallow,deep,B
2405724,down,deep,shallow,A
2405734,down,deep,shallow,B
2405737,down,deep,shallow,A
2405742,down,shallow,shallow,B
2405751,down,deep,shallow,A
2405752,down,shallow,shallow,B
2405754,down,deep,shallow,B
2405756,down,shallow,deep,A
2405758,down,deep,deep,B
2405760,up,shallow,shallow,A
2405762,down,shallow,deep,B
2405787,down,shallow,deep,B
2405796,down,deep,shallow,B
2405801,down,deep,shallow,B
2406992,down,deep,deep,B
2406999,down,deep,deep,A
2407005,down,shallow,shallow,B
2407007,down,,shallow,B
2407018,down,,deep,B
2407023,down,deep,shallow,A
2407027,down,deep,deep,B
2407035,down,deep,shallow,P
2407037,down,deep,shallow,B
2407039,down,deep,shallow,A
2407040,up,shallow,shallow,P
2407060,down,deep,shallow,A
2407075,down,deep,shallow,B
2407082,down,,deep,B
2407084,down,deep,shallow,B
2407086,down,,shallow,A
2407098,down,deep,deep,B
2408906,down,deep,shallow,P
2408921,down,shallow,shallow,A
2408939,down,shallow,shallow,A
2408959,down,,shallow,A
2408963,down,,shallow,B
2408965,down,shallow,shallow,B
2408971,down,deep,deep,B
2408976,down,deep,shallow,A
2408980,down,shallow,shallow,A
2408987,down,shallow,deep,A
2408991,down,deep,shallow,B
2408994,down,deep,shallow,B
2409002,down,deep,shallow,A
2409003,down,deep,shallow,B
2409004,down,deep,shallow,B
2409010,down,deep,deep,B
2409012,down,deep,deep,B
2409019,down,shallow,shallow,A
2409025,down,shallow,,B
2409029,down,deep,shallow,B
2409031,down,shallow,deep,A
2409034,down,shallow,deep,A
2409072,down,deep,deep,B
2409079,down,deep,deep,A
2409084,down,shallow,shallow,B
2409088,down,deep,shallow,B
2409094,down,shallow,shallow,B
2409110,down,deep,shallow,B
2409111,down,deep,,P
2409114,down,deep,deep,B
2409124,down,deep,shallow,B
2409134,down,shallow,shallow,A
2409135,down,shallow,shallow,B
2409147,down,shallow,shallow,B
2409152,down,shallow,shallow,B
2409157,down,shallow,deep,A
2409164,down,deep,shallow,B
2409166,down,deep,shallow,B
2409170,down,deep,shallow,B
2409183,down,deep,deep,A
2409185,down,deep,shallow,B
2409193,down,shallow,shallow,A
2409194,down,deep,deep,B
2409207,down,deep,deep,A
2409208,down,deep,shallow,A
2409213,down,shallow,shallow,B
2409224,down,deep,shallow,B
2409225,down,shallow,shallow,A
2409229,down,deep,deep,B
2409268,down,deep,shallow,A
2409273,down,shallow,shallow,B
2409293,down,deep,shallow,A
2409304,down,shallow,shallow,A
2409315,down,shallow,shallow,A
2409316,down,deep,shallow,B
2409320,down,deep,shallow,P
2409323,up,deep,shallow,B
2409331,down,deep,shallow,A
2409333,down,shallow,deep,P
2410080,up,deep,shallow,A
2410082,down,deep,deep,B
2410084,down,deep,shallow,B
2410087,down,,deep,A
2410099,down,deep,deep,B
2410101,down,deep,shallow,A
2410103,down,deep,shallow,A
2410104,down,deep,shallow,B
2410105,down,deep,deep,A
2410107,down,deep,deep,B
2410115,down,deep,deep,B
2410119,down,shallow,deep,A
2410120,down,deep,deep,A
2410124,down,,deep,A
2410126,up,deep,deep,A
2410144,down,,deep,B
2410158,down,deep,shallow,B
2410165,down,deep,deep,B
2410167,down,deep,shallow,A
2410168,down,shallow,deep,A
2410169,down,deep,deep,A
2410171,down,deep,deep,B
2410173,down,shallow,shallow,B
2410174,down,shallow,deep,B
2410176,down,deep,deep,B
2410183,down,shallow,deep,B
2410187,down,shallow,deep,B
2410192,down,deep,shallow,A
2410199,down,deep,,B
2410201,up,shallow,deep,A
2410202,down,deep,shallow,B
2410222,down,shallow,deep,B
2410232,down,deep,deep,B
2410243,down,deep,deep,B
2410252,down,deep,shallow,A
2410258,down,deep,deep,B
2410260,down,deep,shallow,A
2410271,down,deep,shallow,A
2410272,down,,shallow,B
2410273,up,shallow,shallow,A
2410280,down,shallow,shallow,B
2410282,down,deep,deep,B
2410286,down,shallow,deep,B
2410293,down,deep,deep,P
2410300,down,shallow,deep,A
2410301,down,deep,deep,B
2410304,down,deep,deep,B
2410306,down,shallow,shallow,B
2410310,down,deep,shallow,B
2410313,down,shallow,deep,B
2410316,down,deep,shallow,A
2410319,down,deep,shallow,A
2410323,down,,shallow,B
2410326,down,shallow,deep,B
2410335,down,shallow,deep,B
2410344,down,deep,deep,B
2410353,down,shallow,deep,B
2410355,down,deep,shallow,A
2410358,up,deep,shallow,A
2410526,down,deep,deep,B
2410532,down,shallow,deep,B
2410537,down,deep,,B
2410539,down,deep,shallow,B
2410548,down,shallow,deep,B
2410556,down,deep,shallow,B
2410565,down,shallow,deep,A
2410569,down,deep,shallow,B
2410571,down,deep,deep,A
2410572,down,deep,shallow,P
2410576,down,deep,deep,B
2410586,down,deep,shallow,P
2410587,down,deep,shallow,A
2410590,down,,shallow,A
2410592,down,,deep,A
2410604,down,shallow,deep,B
2410605,down,deep,shallow,A
2410607,down,shallow,deep,A
2410609,down,deep,deep,B
2410610,down,deep,shallow,B
2410617,down,,deep,B
2410625,down,,deep,A
2410626,down,shallow,deep,A
2410631,down,shallow,deep,B
2410632,up,deep,deep,A
2410634,down,deep,shallow,A
2410641,down,shallow,shallow,A
2410653,down,deep,deep,A
2410665,down,deep,shallow,B
2410670,down,shallow,shallow,B
2410675,down,deep,deep,A
2410685,down,shallow,shallow,B
2410688,down,shallow,shallow,B
2410691,down,deep,deep,B
2410694,down,shallow,deep,A
2410696,down,deep,shallow,A
2410700,down,deep,shallow,B
2410704,down,deep,shallow,B
2410708,down,shallow,shallow,B
2410716,down,shallow,shallow,B
2410724,down,deep,deep,A
2410725,up,,deep,A
2410728,down,deep,shallow,B
2410734,up,shallow,deep,A
2410740,down,shallow,shallow,B
2410741,down,deep,shallow,A
2410744,up,shallow,deep,A
2410752,down,deep,shallow,A
2410756,down,shallow,shallow,B
2410758,down,shallow,shallow,B
2410775,down,deep,shallow,B
2410776,down,deep,deep,B
2410780,down,deep,shallow,B
2410781,up,deep,shallow,B
2410839,down,deep,shallow,B
2410844,down,shallow,deep,B
2410846,down,,shallow,A
2410861,down,shallow,shallow,B
2410865,down,shallow,shallow,B
2410879,down,shallow,shallow,A
2410880,down,deep,deep,B
2410882,down,shallow,shallow,A
2410883,down,shallow,deep,B
2410884,up,shallow,deep,A
2410885,down,deep,deep,B
2410892,down,shallow,shallow,A
2410897,down,shallow,deep,A
2410902,down,deep,deep,B
2410908,down,deep,shallow,A
2410909,down,shallow,deep,B
2410914,down,deep,deep,B
2410915,up,,deep,A
2410918,down,deep,shallow,B
2410932,down,deep,shallow,B
2410934,up,,shallow,P
2410936,down,deep,deep,B
2410938,down,deep,deep,A
2410939,down,shallow,deep,B
2410948,down,shallow,shallow,A
2410950,down,deep,shallow,B
2410962,down,deep,,B
2410977,up,shallow,shallow,A
2410984,down,deep,shallow,B
2410986,down,,shallow,P
2410990,down,shallow,deep,B
2410991,down,shallow,,B
2411001,down,shallow,shallow,B
2411002,down,shallow,deep,B
2411009,down,deep,deep,A
2411017,down,shallow,deep,B
2411019,down,deep,deep,A
2411028,down,shallow,shallow,B
2411040,down,shallow,shallow,A
2411054,down,deep,shallow,P
2411055,down,shallow,shallow,P
2411056,down,deep,shallow,B
2411060,down,deep,shallow,A
2411078,down,deep,shallow,B
2411080,down,deep,shallow,B
2411083,down,shallow,deep,P
2411086,down,shallow,shallow,P
2411088,down,shallow,shallow,B
2411089,up,shallow,deep,A
2411091,down,deep,shallow,B
2411101,down,deep,shallow,A
2411102,down,shallow,shallow,B
2411105,down,deep,deep,A
2411106,down,deep,shallow,B
2411114,up,shallow,deep,A
2411120,down,deep,shallow,A
2411122,down,shallow,deep,B
2411124,down,deep,shallow,B
2411131,down,shallow,shallow,B
2411133,down,shallow,shallow,A
2411141,down,deep,deep,A
2411146,down,deep,deep,A
2411160,down,shallow,shallow,A
2411173,down,shallow,deep,B
2411176,up,shallow,deep,B
2411192,down,,,B
2411367,down,deep,deep,A
2411371,up,shallow,deep,A
2411373,down,deep,,B
2411374,down,deep,shallow,A
2411401,down,deep,deep,B
2411407,down,shallow,shallow,B
2411412,down,deep,deep,B
2411417,down,shallow,shallow,B
2411418,down,deep,deep,B
2411420,down,shallow,shallow,A
2411422,down,shallow,shallow,A
2411428,down,deep,deep,B
2411429,down,shallow,deep,B
2411431,down,deep,shallow,A
2411442,down,deep,deep,B
2411447,down,deep,shallow,B
2411472,down,deep,shallow,A
2411476,down,deep,shallow,B
2411478,down,deep,shallow,B
2411481,down,shallow,shallow,A
2411483,down,shallow,deep,A
2411484,down,shallow,shallow,B
2411485,down,deep,deep,B
2411506,down,deep,deep,B
2411507,down,deep,deep,B
2411511,down,shallow,shallow,A
2411525,down,shallow,shallow,B
2411534,down,shallow,shallow,B
2411544,down,deep,deep,B
2411545,down,deep,shallow,B
2411549,down,deep,deep,B
2411554,down,deep,deep,B
2411555,down,deep,deep,B
2411560,down,deep,shallow,B
2411564,down,shallow,deep,B
2411570,down,deep,shallow,A
2411572,down,shallow,deep,B
2411574,down,shallow,shallow,B
2411576,down,shallow,shallow,B
2411581,up,,deep,A
2411589,down,deep,deep,A
2411592,up,shallow,shallow,A
2411604,down,deep,deep,A
2411608,down,deep,shallow,A
2411612,down,shallow,deep,B
2411619,down,deep,deep,B
2411626,down,shallow,shallow,B
2411628,up,deep,deep,A
2411632,down,shallow,deep,B
2411640,down,deep,deep,A
2411642,down,deep,deep,A
2411655,down,deep,shallow,A
2411656,down,deep,shallow,B
2411657,up,deep,deep,A
2411661,down,deep,shallow,P
2411673,down,,deep,B
2411677,down,,shallow,B
2411681,up,shallow,deep,A
2411697,down,deep,deep,A
2411700,down,deep,deep,B
2411702,down,shallow,deep,B
2411709,down,deep,deep,B
2411711,down,shallow,shallow,B
2411716,down,deep,shallow,B
2411717,down,deep,deep,B
2411722,up,deep,deep,B
2411725,down,shallow,shallow,B
2412851,down,shallow,shallow,B
2412855,down,deep,shallow,B
2412857,down,shallow,shallow,A
2412859,down,,shallow,A
2412860,down,deep,deep,B
2412863,down,deep,shallow,B
2412870,down,deep,deep,A
2412877,down,deep,shallow,A
2412880,down,deep,shallow,B
2412884,down,shallow,deep,A
2412886,down,shallow,shallow,A
2412889,up,deep,deep,A
2412890,down,shallow,shallow,B
2412896,down,deep,shallow,A
2412897,down,shallow,deep,B
2412900,down,shallow,shallow,B
2412906,up,deep,shallow,B
2412923,down,deep,deep,B
2412933,down,shallow,shallow,B
2412936,down,shallow,shallow,B
2412938,down,shallow,shallow,B
2412939,down,shallow,deep,A
2412945,down,shallow,shallow,A
2412946,down,shallow,shallow,B
2412948,down,shallow,deep,B
2412957,down,shallow,shallow,A
2412958,down,shallow,shallow,B
2412968,up,deep,deep,A
2412982,down,deep,shallow,B
2412989,down,shallow,deep,B
2412992,down,shallow,deep,P
2412994,down,deep,deep,B
2412996,down,shallow,shallow,B
2412997,up,shallow,shallow,A
2412998,down,shallow,deep,A
2413005,down,deep,shallow,B
2413008,down,deep,deep,A
2413013,up,deep,deep,B
2413016,up,deep,shallow,A
2413024,down,deep,shallow,B
2413028,down,deep,deep,A
2413030,down,deep,deep,B
2413031,down,deep,deep,A
2413041,down,shallow,deep,A
2413048,down,shallow,deep,A
2413051,up,shallow,deep,A
2413060,down,,shallow,A
2413065,down,shallow,shallow,A
2413066,down,deep,shallow,B
2413072,down,shallow,shallow,B
2413084,down,deep,shallow,B
2413085,down,shallow,shallow,A
2413090,up,deep,deep,A
2413095,down,shallow,deep,A
2413096,down,deep,deep,B
2413101,up,shallow,deep,B
2413109,down,shallow,deep,B
2413114,down,,shallow,P
2413116,down,shallow,deep,B
2413118,down,deep,shallow,B
2413120,up,deep,shallow,A
2413121,up,shallow,shallow,A
2413122,down,deep,deep,A
2413132,down,shallow,shallow,B
2413133,down,deep,shallow,A
2413134,down,deep,deep,B
2413449,down,deep,deep,B
2413451,down,,shallow,B
2413460,down,shallow,shallow,B
2413468,down,deep,deep,B
2413470,down,deep,shallow,B
2413471,down,deep,shallow,B
2413477,down,deep,shallow,B
2413479,down,deep,deep,A
2413485,down,shallow,deep,B
2413489,down,deep,shallow,B
2413494,down,deep,deep,B
2413497,down,deep,deep,A
2413501,up,deep,deep,A
2413504,up,deep,shallow,A
2413507,down,deep,deep,B
2413512,down,shallow,shallow,A
2413513,down,deep,deep,A
2413514,down,deep,shallow,B
2413516,down,deep,deep,B
2413527,down,deep,shallow,A
2413528,down,deep,shallow,B
2413536,down,shallow,shallow,B
2413542,down,deep,,B
2413543,down,deep,deep,B
2413547,down,deep,deep,B
2413554,down,shallow,deep,B
2413556,down,shallow,deep,B
2413557,down,deep,deep,A
2413572,down,deep,shallow,B
2413575,down,shallow,deep,A
2413595,down,deep,deep,A
2413596,down,shallow,deep,B
2413598,down,deep,deep,B
2413601,down,shallow,shallow,B
2413607,down,deep,shallow,B
2413610,down,deep,shallow,B
2413612,down,shallow,shallow,P
2413615,down,deep,shallow,B
2413618,down,,deep,B
2413621,down,deep,shallow,B
2413626,down,deep,deep,A
2413646,down,shallow,deep,B
2413650,down,shallow,,B
2413651,down,deep,deep,A
2413655,down,deep,deep,A
2413657,down,deep,shallow,A
2413660,down,shallow,deep,B
2413664,down,deep,deep,A
2413667,down,deep,deep,A
2413672,up,shallow,deep,B
2413683,down,shallow,shallow,A
2413688,down,shallow,deep,B
2413689,down,,deep,B
2413694,down,deep,shallow,B
2413703,down,deep,shallow,A
2413713,down,shallow,shallow,A
2413715,down,deep,deep,B
2413723,down,deep,shallow,A
2413731,down,shallow,deep,B
2413734,down,deep,shallow,P
2413735,down,deep,shallow,A
2413740,down,deep,shallow,B
2413741,down,,shallow,B
2413745,down,deep,deep,A
